,hour,station,lat,lon,k,CO_interpolate,CO_REAL,CODiff,NO2_interpolate,NO2_REAL,NO2Diff,PM25_interpolate,PM25_REAL,PM25Diff
2,109,11,-12.04117199,-76.99054124,4,1820.323,1135.938,468382.8282,39.095,34.154,24.413481,208.05,258.038,2498.800144
3,109,11,-12.04117199,-76.99054124,5,1820.323,1135.938,468382.8282,39.095,34.154,24.413481,208.05,258.038,2498.800144
4,109,11,-12.04117199,-76.99054124,6,1820.323,1135.938,468382.8282,39.095,34.154,24.413481,208.05,258.038,2498.800144
5,109,11,-12.04117199,-76.99054124,7,1820.323,1135.938,468382.8282,39.095,34.154,24.413481,208.05,258.038,2498.800144
0,110,11,-12.04117199,-76.99054124,2,1814.644,950.414,746893.4929,32.896,34.563,2.778889,138.538,209.126,4982.665744
1,110,11,-12.04117199,-76.99054124,3,1814.644,950.414,746893.4929,32.896,34.563,2.778889,138.538,209.126,4982.665744
2,110,11,-12.04117199,-76.99054124,4,1814.644,950.414,746893.4929,32.896,34.563,2.778889,138.538,209.126,4982.665744
3,110,11,-12.04117199,-76.99054124,5,1814.644,950.414,746893.4929,32.896,34.563,2.778889,138.538,209.126,4982.665744
4,110,11,-12.04117199,-76.99054124,6,1814.644,950.414,746893.4929,32.896,34.563,2.778889,138.538,209.126,4982.665744
5,110,11,-12.04117199,-76.99054124,7,1814.644,950.414,746893.4929,32.896,34.563,2.778889,138.538,209.126,4982.665744
0,111,11,-12.04117199,-76.99054124,2,1575.611,1146.32,184290.7627,32.562,34.589,4.108729,88.16,141.437,2838.438729
1,111,11,-12.04117199,-76.99054124,3,1575.611,1146.32,184290.7627,32.562,34.589,4.108729,88.16,141.437,2838.438729
2,111,11,-12.04117199,-76.99054124,4,1575.611,1146.32,184290.7627,32.562,34.589,4.108729,88.16,141.437,2838.438729
3,111,11,-12.04117199,-76.99054124,5,1575.611,1146.32,184290.7627,32.562,34.589,4.108729,88.16,141.437,2838.438729
4,111,11,-12.04117199,-76.99054124,6,1575.611,1146.32,184290.7627,32.562,34.589,4.108729,88.16,141.437,2838.438729
5,111,11,-12.04117199,-76.99054124,7,1575.611,1146.32,184290.7627,32.562,34.589,4.108729,88.16,141.437,2838.438729
0,112,11,-12.04117199,-76.99054124,2,1062.718,1361.622,89343.60122,34.023,33.399,0.389376,53.003,94.16,1693.898649
1,112,11,-12.04117199,-76.99054124,3,1062.718,1361.622,89343.60122,34.023,33.399,0.389376,53.003,94.16,1693.898649
2,112,11,-12.04117199,-76.99054124,4,1062.718,1361.622,89343.60122,34.023,33.399,0.389376,53.003,94.16,1693.898649
3,112,11,-12.04117199,-76.99054124,5,1062.718,1361.622,89343.60122,34.023,33.399,0.389376,53.003,94.16,1693.898649
4,112,11,-12.04117199,-76.99054124,6,1062.718,1361.622,89343.60122,34.023,33.399,0.389376,53.003,94.16,1693.898649
5,112,11,-12.04117199,-76.99054124,7,1062.718,1361.622,89343.60122,34.023,33.399,0.389376,53.003,94.16,1693.898649
0,113,11,-12.04117199,-76.99054124,2,686.154,1300.116,376949.3374,36.199,30.493,32.558436,31.006,74.215,1867.017681
1,113,11,-12.04117199,-76.99054124,3,686.154,1300.116,376949.3374,36.199,30.493,32.558436,31.006,74.215,1867.017681
2,113,11,-12.04117199,-76.99054124,4,686.154,1300.116,376949.3374,36.199,30.493,32.558436,31.006,74.215,1867.017681
3,113,11,-12.04117199,-76.99054124,5,686.154,1300.116,376949.3374,36.199,30.493,32.558436,31.006,74.215,1867.017681
4,113,11,-12.04117199,-76.99054124,6,686.154,1300.116,376949.3374,36.199,30.493,32.558436,31.006,74.215,1867.017681
5,113,11,-12.04117199,-76.99054124,7,686.154,1300.116,376949.3374,36.199,30.493,32.558436,31.006,74.215,1867.017681
0,114,11,-12.04117199,-76.99054124,2,769.981,1251.086,231462.021,41.169,26.261,222.248464,33.398,47.217,190.964761
1,114,11,-12.04117199,-76.99054124,3,769.981,1251.086,231462.021,41.169,26.261,222.248464,33.398,47.217,190.964761
2,114,11,-12.04117199,-76.99054124,4,769.981,1251.086,231462.021,41.169,26.261,222.248464,33.398,47.217,190.964761
3,114,11,-12.04117199,-76.99054124,5,769.981,1251.086,231462.021,41.169,26.261,222.248464,33.398,47.217,190.964761
4,114,11,-12.04117199,-76.99054124,6,769.981,1251.086,231462.021,41.169,26.261,222.248464,33.398,47.217,190.964761
5,114,11,-12.04117199,-76.99054124,7,769.981,1251.086,231462.021,41.169,26.261,222.248464,33.398,47.217,190.964761
0,115,11,-12.04117199,-76.99054124,2,938.375,1543.076,365663.2994,43.133,17.939,634.737636,38.672,33.714,24.581764
1,115,11,-12.04117199,-76.99054124,3,938.375,1543.076,365663.2994,43.133,17.939,634.737636,38.672,33.714,24.581764
2,115,11,-12.04117199,-76.99054124,4,938.375,1543.076,365663.2994,43.133,17.939,634.737636,38.672,33.714,24.581764
3,115,11,-12.04117199,-76.99054124,5,938.375,1543.076,365663.2994,43.133,17.939,634.737636,38.672,33.714,24.581764
4,115,11,-12.04117199,-76.99054124,6,938.375,1543.076,365663.2994,43.133,17.939,634.737636,38.672,33.714,24.581764
5,115,11,-12.04117199,-76.99054124,7,938.375,1543.076,365663.2994,43.133,17.939,634.737636,38.672,33.714,24.581764
0,116,11,-12.04117199,-76.99054124,2,853.503,1624.424,594319.1882,44.447,14.313,908.057956,42.845,21.959,436.224996
1,116,11,-12.04117199,-76.99054124,3,853.503,1624.424,594319.1882,44.447,14.313,908.057956,42.845,21.959,436.224996
2,116,11,-12.04117199,-76.99054124,4,853.503,1624.424,594319.1882,44.447,14.313,908.057956,42.845,21.959,436.224996
3,116,11,-12.04117199,-76.99054124,5,853.503,1624.424,594319.1882,44.447,14.313,908.057956,42.845,21.959,436.224996
4,116,11,-12.04117199,-76.99054124,6,853.503,1624.424,594319.1882,44.447,14.313,908.057956,42.845,21.959,436.224996
5,116,11,-12.04117199,-76.99054124,7,853.503,1624.424,594319.1882,44.447,14.313,908.057956,42.845,21.959,436.224996
0,117,11,-12.04117199,-76.99054124,2,1198.835,797.635,160961.44,45.461,16.829,819.791424,58.853,15.637,1867.622656
1,117,11,-12.04117199,-76.99054124,3,1198.835,797.635,160961.44,45.461,16.829,819.791424,58.853,15.637,1867.622656
2,117,11,-12.04117199,-76.99054124,4,1198.835,797.635,160961.44,45.461,16.829,819.791424,58.853,15.637,1867.622656
3,117,11,-12.04117199,-76.99054124,5,1198.835,797.635,160961.44,45.461,16.829,819.791424,58.853,15.637,1867.622656
4,117,11,-12.04117199,-76.99054124,6,1198.835,797.635,160961.44,45.461,16.829,819.791424,58.853,15.637,1867.622656
5,117,11,-12.04117199,-76.99054124,7,1198.835,797.635,160961.44,45.461,16.829,819.791424,58.853,15.637,1867.622656
0,118,11,-12.04117199,-76.99054124,2,1239.311,596.322,413434.8541,45.626,16.623,841.174009,66.707,13.593,2821.096996
1,118,11,-12.04117199,-76.99054124,3,1239.311,596.322,413434.8541,45.626,16.623,841.174009,66.707,13.593,2821.096996
2,118,11,-12.04117199,-76.99054124,4,1239.311,596.322,413434.8541,45.626,16.623,841.174009,66.707,13.593,2821.096996
3,118,11,-12.04117199,-76.99054124,5,1239.311,596.322,413434.8541,45.626,16.623,841.174009,66.707,13.593,2821.096996
4,118,11,-12.04117199,-76.99054124,6,1239.311,596.322,413434.8541,45.626,16.623,841.174009,66.707,13.593,2821.096996
5,118,11,-12.04117199,-76.99054124,7,1239.311,596.322,413434.8541,45.626,16.623,841.174009,66.707,13.593,2821.096996
0,119,11,-12.04117199,-76.99054124,2,1459,763.742,483383.6866,45.568,18.348,740.9284,89.623,17.263,5235.9696
1,119,11,-12.04117199,-76.99054124,3,1459,763.742,483383.6866,45.568,18.348,740.9284,89.623,17.263,5235.9696
2,119,11,-12.04117199,-76.99054124,4,1459,763.742,483383.6866,45.568,18.348,740.9284,89.623,17.263,5235.9696
3,119,11,-12.04117199,-76.99054124,5,1459,763.742,483383.6866,45.568,18.348,740.9284,89.623,17.263,5235.9696
4,119,11,-12.04117199,-76.99054124,6,1459,763.742,483383.6866,45.568,18.348,740.9284,89.623,17.263,5235.9696
5,119,11,-12.04117199,-76.99054124,7,1459,763.742,483383.6866,45.568,18.348,740.9284,89.623,17.263,5235.9696
0,120,11,-12.04117199,-76.99054124,2,1431.705,851.145,337049.9136,45.327,23.047,496.3984,175.512,31.71,20679.0152
1,120,11,-12.04117199,-76.99054124,3,1431.705,851.145,337049.9136,45.327,23.047,496.3984,175.512,31.71,20679.0152
2,120,11,-12.04117199,-76.99054124,4,1431.705,851.145,337049.9136,45.327,23.047,496.3984,175.512,31.71,20679.0152
3,120,11,-12.04117199,-76.99054124,5,1431.705,851.145,337049.9136,45.327,23.047,496.3984,175.512,31.71,20679.0152
4,120,11,-12.04117199,-76.99054124,6,1431.705,851.145,337049.9136,45.327,23.047,496.3984,175.512,31.71,20679.0152
5,120,11,-12.04117199,-76.99054124,7,1431.705,851.145,337049.9136,45.327,23.047,496.3984,175.512,31.71,20679.0152
0,121,11,-12.04117199,-76.99054124,2,1296.659,893.459,162570.24,44.605,31.289,177.315856,131.976,41.511,8183.916225
1,121,11,-12.04117199,-76.99054124,3,1296.659,893.459,162570.24,44.605,31.289,177.315856,131.976,41.511,8183.916225
2,121,11,-12.04117199,-76.99054124,4,1296.659,893.459,162570.24,44.605,31.289,177.315856,131.976,41.511,8183.916225
